"userId","ageGroup","originCountry","fitnessLevel","groupType","preferredTerrain","preferredMood","preferredDifficulty","travelStyle","avoidCrowds","preferredSeason","avoidedHotspot","recommendedDestination","selectedDestination","completedTrail","trailDurationHours","elevationPreference","weatherSensitivity","biodiversityInterest","sustainabilityScore","crowdPressureAvoided","localImpactEuro","rating","wouldRecommend","travelDate"
"PF37400253","35-44","Germany","medium","friends","coast","quiet","hard","nature-immersion","1","Spring","Navagio Beach","Prespes","Prespes","Vrontero Cave Path","8.300000000000001","low","low","0","88","93","173","4.7","1","2026-03-25"
"PF33580254","55-64","UK","low","couple","coast","quiet","easy","nature-immersion","1","Summer","Navagio Beach","Prespes","Prespes","Pyli to Daseri","2.5","low","low","0","95","57","42","4.6","1","2025-08-16"
"PF18891255","25-34","USA","medium","friends","coast","adventurous","hard","weekend-getaway","1","Spring","Athens Center","Poros Trails","Menalon Trail","Elati to Vytina","8.300000000000001","low","medium","0","85","34","205","4","1","2025-04-09"
"PF80381256","55-64","France","medium","couple","island","authentic","hard","weekend-getaway","0","Autumn","Oia","Menalon Trail","Menalon Trail","Stemnitsa to Dimitsana","7.9","medium","medium","0","72","49","111","4.8","1","2025-10-14"
"PF92118257","35-44","Germany","low","couple","coast","peaceful","easy","weekend-getaway","0","Spring","Navagio Beach","Prespes","Prespes","Agios Achilleios Loop","2.6","low","medium","0","76","68","84","3.9","1","2025-05-26"
"PF68166258","35-44","Netherlands","low","couple","island","spiritual","easy","nature-immersion","1","Winter","Navagio Beach","Prespes","Prespes","Psarades Cape Trail","2.1","medium","high","0","84","79","222","4.8","1","2025-02-27"
"PF15771259","35-44","USA","medium","couple","coast","authentic","moderate","weekend-getaway","1","Spring","Santorini","Tzoumerka","Tzoumerka","Pramanta Refuge Trail","4.1","low","medium","0","87","70","237","4.3","1","2025-03-01"
"PF30643260","25-34","Germany","high","solo","island","remote","moderate","weekend-getaway","0","Winter","Oia","Prespes","Prespes","Psarades Cape Trail","4.4","medium","medium","1","87","86","52","4","1","2026-02-26"
"PF16613261","18-24","Germany","medium","friends","island","adventurous","expert","nature-immersion","1","Winter","Oia","Tzoumerka","Tzoumerka","Kouiassa Path","7.2","medium","high","0","96","89","64","4.3","1","2026-02-20"
"PF39333262","18-24","Switzerland","medium","solo","mountain","cinematic","expert","weekend-getaway","1","Spring","Corfu Old Town","Apollo Trails","Apollo Trails","Neda Waterfalls Path","5.8","high","medium","0","84","51","112","4.7","1","2025-03-11"
"PF63174263","45-54","Netherlands","medium","family","island","authentic","moderate","nature-immersion","1","Autumn","Athens Center","Menalon Trail","Menalon Trail","Lagkadia Route","4.7","medium","medium","0","76","85","240","5","1","2025-10-17"
"PF40953264","25-34","Italy","high","couple","coast","quiet","hard","slow-travel","1","Winter","Athens Center","Prespes","Prespes","Psarades Cape Trail","5.7","low","high","1","91","78","123","4.4","1","2025-01-02"
"PF28208265","55-64","Switzerland","low","couple","river","peaceful","easy","adventure","0","Autumn","Athens Center","Apollo Trails","Apollo Trails","Temple of Epicurius Apollo Walk","3.5","medium","medium","0","79","68","151","4.7","1","2025-10-19"
"PF86379266","18-24","Sweden","medium","solo","island","adventurous","hard","weekend-getaway","1","Autumn","Oia","Anafi","Anafi","Roukounas Beach Path","8.1","medium","high","0","83","80","200","4.2","1","2025-11-27"
"PF67041267","35-44","Italy","low","couple","island","peaceful","easy","weekend-getaway","1","Spring","Corfu Old Town","Apollo Trails","Prespes","Psarades Cape Trail","1.7","medium","high","0","74","92","208","4.3","1","2025-03-20"
"PF94180268","45-54","Switzerland","medium","friends","coast","quiet","moderate","adventure","1","Spring","Athens Center","Poros Trails","Poros Trails","Dana Lighthouse Route","4.1","low","low","0","70","93","227","4.1","1","2026-03-29"
"PF81587269","35-44","Germany","medium","couple","coast","authentic","easy","nature-immersion","1","Winter","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","3.1","low","low","1","72","61","160","4.6","1","2025-01-19"
"PF80673270","45-54","UK","medium","family","forest","authentic","moderate","nature-immersion","1","Autumn","Athens Center","Apollo Trails","Apollo Trails","Andritsaina Historic Route","6.4","medium","medium","0","79","51","49","4.6","1","2025-09-08"
"PF83886271","25-34","USA","high","friends","island","adventurous","expert","weekend-getaway","1","Summer","Corfu Old Town","Menalon Trail","Menalon Trail","Stemnitsa to Dimitsana","5.7","medium","medium","0","78","46","197","4.1","1","2025-07-22"
"PF24621272","35-44","Austria","medium","couple","gorge","quiet","easy","adventure","1","Winter","Meteora","Pertouli Trails","Pertouli Trails","Koziakas Refuge Path","4.4","high","low","0","96","49","166","4.7","1","2025-12-28"
"PF41188273","35-44","Italy","medium","friends","coast","quiet","hard","slow-travel","1","Spring","Corfu Old Town","Menalon Trail","Menalon Trail","Valtesiniko Trail","6.9","low","low","0","77","78","214","4.6","1","2026-03-01"
"PF79526274","55-64","Germany","low","solo","coast","authentic","moderate","slow-travel","1","Summer","Oia","Prespes","Prespes","Vrontero Cave Path","4.3","low","high","0","78","80","158","4.7","1","2025-07-06"
"PF87165275","45-54","USA","high","couple","village","quiet","hard","slow-travel","0","Winter","Corfu Old Town","Tzoumerka","Tzoumerka","Katarraktis Waterfalls","6.6","low","low","1","79","62","89","3.8","1","2024-12-29"
"PF96062276","55-64","UK","low","family","island","peaceful","easy","slow-travel","1","Summer","Mykonos","Prespes","Prespes","Psarades Cape Trail","2.3","medium","medium","0","91","39","203","4.3","1","2025-08-11"
"PF97500277","45-54","UK","low","family","island","authentic","moderate","nature-immersion","1","Winter","Athens Center","Menalon Trail","Menalon Trail","Nymfasia to Magouliana","3.7","medium","high","1","89","80","85","4.6","1","2025-02-20"
"PF66525278","25-34","USA","high","solo","island","authentic","expert","slow-travel","0","Autumn","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Dragon Lake Hike","7.4","medium","high","1","91","79","108","4","1","2025-10-04"
"PF85319279","18-24","Italy","high","friends","island","quiet","expert","slow-travel","1","Autumn","Santorini","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Dragon Lake Hike","7.1","medium","medium","0","80","68","142","3.9","1","2025-11-10"
"PF54572280","18-24","France","high","solo","village","remote","expert","slow-travel","1","Winter","Navagio Beach","Tzoumerka","Tzoumerka","Katarraktis Waterfalls","6.6","low","high","1","98","86","228","4","1","2024-12-07"
"PF87718281","25-34","France","high","friends","coast","remote","moderate","nature-immersion","1","Spring","Santorini","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Vikos Gorge Crossing","4.1","low","low","1","91","88","213","4.8","1","2025-04-02"
"PF40537282","55-64","Germany","medium","couple","island","authentic","expert","slow-travel","1","Summer","Navagio Beach","Menalon Trail","Menalon Trail","Nymfasia to Magouliana","7.3","medium","low","1","72","43","69","4.4","1","2025-06-14"
"PF36560283","25-34","Greece","high","friends","island","wild","hard","adventure","1","Spring","Meteora","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Voidomatis River Path","5.7","medium","medium","0","74","83","83","4.6","1","2025-04-18"
"PF86282284","18-24","Germany","high","couple","coast","peaceful","expert","slow-travel","1","Summer","Santorini","Zagori / Vikos Gorge","Prespes","Vrontero Cave Path","7.9","low","medium","1","92","46","92","4","1","2025-08-05"
"PF64005285","25-34","Germany","high","couple","island","quiet","moderate","slow-travel","1","Spring","Corfu Old Town","Tzoumerka","Tzoumerka","Pramanta Refuge Trail","6.5","medium","high","1","89","76","234","5","1","2026-04-04"
"PF92111286","35-44","UK","medium","family","coast","authentic","easy","nature-immersion","1","Spring","Athens Center","Prespes","Tzoumerka","Syrrako to Kalarrytes","2.8","low","medium","1","89","88","51","3.9","1","2025-04-30"
"PF13809287","35-44","Germany","medium","family","coast","quiet","easy","weekend-getaway","1","Winter","Athens Center","Prespes","Tzoumerka","Katarraktis Waterfalls","1.8","low","low","1","83","55","136","4.9","1","2025-01-15"
"PF73492288","18-24","France","high","solo","island","cinematic","hard","weekend-getaway","1","Winter","Mykonos","Prespes","Prespes","Vrontero Cave Path","5.9","medium","low","0","88","37","111","4","1","2026-02-20"
"PF32439289","45-54","UK","low","family","island","authentic","moderate","adventure","1","Summer","Oia","Prespes","Prespes","Pyli to Daseri","6","medium","medium","0","70","84","228","4.8","1","2025-07-12"
"PF85951290","25-34","Austria","high","couple","island","wild","hard","nature-immersion","1","Winter","Santorini","Tzoumerka","Tzoumerka","Kouiassa Path","7.1","medium","medium","1","95","42","155","4.4","1","2025-01-25"
"PF11628291","35-44","France","medium","couple","village","authentic","easy","slow-travel","1","Autumn","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Voidomatis River Path","4.4","low","medium","1","94","47","220","4.3","1","2025-11-15"
"PF93021292","18-24","USA","high","friends","island","adventurous","expert","weekend-getaway","1","Autumn","Athens Center","Menalon Trail","Zagori / Vikos Gorge","Voidomatis River Path","5.7","medium","medium","0","93","37","171","4.9","1","2025-11-08"
"PF24544293","25-34","France","medium","friends","village","quiet","expert","slow-travel","1","Summer","Corfu Old Town","Prespes","Prespes","Agios Achilleios Loop","7.7","low","low","1","97","56","232","4.7","1","2025-06-19"
"PF45043294","35-44","France","medium","family","village","quiet","easy","slow-travel","0","Summer","Oia","Menalon Trail","Prespes","Vrontero Cave Path","2.1","low","medium","0","72","40","140","4.9","1","2025-08-23"
"PF20085295","18-24","UK","high","couple","coast","authentic","expert","slow-travel","1","Summer","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Dragon Lake Hike","7.4","low","medium","0","76","38","45","4.8","1","2025-06-26"
"PF78107296","35-44","France","medium","couple","coast","authentic","moderate","nature-immersion","0","Winter","Athens Center","Poros Trails","Tzoumerka","Pramanta Refuge Trail","5","low","medium","1","94","36","77","4.2","1","2026-02-10"
"PF91085297","55-64","Italy","medium","family","coast","quiet","moderate","adventure","1","Autumn","Mykonos","Prespes","Zagori / Vikos Gorge","Beloi Viewpoint Trail","4.6","low","high","1","87","34","210","4.2","1","2025-10-19"
"PF68776298","35-44","Germany","high","family","village","authentic","moderate","nature-immersion","1","Spring","Corfu Old Town","Menalon Trail","Prespes","Agios Achilleios Loop","5.4","low","medium","1","85","67","233","5","1","2025-03-31"
"PF67947299","25-34","Germany","medium","friends","coast","authentic","easy","slow-travel","1","Summer","Athens Center","Menalon Trail","Menalon Trail","Stemnitsa to Dimitsana","3.3","low","high","0","88","58","240","4.9","1","2025-08-12"
"PF20956300","35-44","France","low","family","village","peaceful","moderate","adventure","1","Autumn","Athens Center","Prespes","Prespes","Agios Achilleios Loop","4.7","low","low","1","97","84","134","4.3","1","2024-11-13"
"PF56052301","25-34","France","medium","couple","village","adventurous","expert","nature-immersion","0","Spring","Corfu Old Town","Menalon Trail","Menalon Trail","Valtesiniko Trail","5.9","low","low","0","89","41","76","4","1","2026-03-02"
"PF78852302","65+","Germany","medium","couple","village","authentic","moderate","nature-immersion","1","Autumn","Navagio Beach","Tzoumerka","Tzoumerka","Matsouki Trail","4.1","low","medium","0","79","92","50","4.8","1","2025-09-06"
"PF49834303","35-44","Netherlands","medium","couple","coast","authentic","moderate","weekend-getaway","0","Spring","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","5","low","low","0","90","61","47","3.9","0","2026-03-20"
"PF18745304","35-44","France","medium","couple","island","peaceful","hard","nature-immersion","1","Spring","Navagio Beach","Tzoumerka","Tzoumerka","Kouiassa Path","6","medium","high","0","74","70","158","4.9","1","2025-03-19"
"PF16932305","25-34","France","medium","solo","village","quiet","hard","slow-travel","1","Autumn","Corfu Old Town","Menalon Trail","Menalon Trail","Elati to Vytina","8.1","low","low","0","95","68","109","4.6","1","2025-11-07"
"PF86027306","25-34","Germany","medium","couple","river","cinematic","moderate","nature-immersion","1","Winter","Meteora","Pertouli Trails","Pertouli Trails","Elati Forest Loop","5.9","medium","low","0","89","44","146","4.4","1","2025-01-18"
"PF27200307","55-64","France","low","family","island","quiet","easy","weekend-getaway","0","Spring","Mykonos","Prespes","Prespes","Agios Achilleios Loop","4.1","medium","high","0","92","59","118","4","1","2025-03-14"
"PF65680308","35-44","Netherlands","medium","family","island","authentic","moderate","slow-travel","1","Spring","Santorini","Prespes","Prespes","Pyli to Daseri","3.6","medium","medium","0","91","31","233","3.9","1","2025-05-30"
"PF36217309","25-34","France","high","couple","island","cinematic","expert","weekend-getaway","0","Spring","Meteora","Tzoumerka","Tzoumerka","Kouiassa Path","7.2","medium","high","1","96","31","175","4.1","1","2025-05-16"
"PF32514310","55-64","USA","low","couple","river","authentic","moderate","nature-immersion","1","Autumn","Meteora","Pertouli Trails","Pertouli Trails","Koziakas Refuge Path","6.4","medium","medium","0","76","95","98","4.3","1","2025-09-18"
"PF24459311","35-44","France","medium","family","village","authentic","moderate","slow-travel","0","Spring","Santorini","Prespes","Prespes","Vrontero Cave Path","4.2","low","medium","0","79","84","88","4.8","1","2026-03-03"
"PF58161312","25-34","Spain","medium","friends","island","authentic","hard","slow-travel","1","Winter","Athens Center","Poros Trails","Zagori / Vikos Gorge","Beloi Viewpoint Trail","8.4","medium","medium","0","76","81","71","4.1","1","2026-01-09"
"PF46505313","45-54","Netherlands","medium","friends","coast","peaceful","moderate","nature-immersion","1","Spring","Meteora","Zagori / Vikos Gorge","Tzoumerka","Kouiassa Path","5.8","low","high","0","73","62","165","4.4","1","2025-03-18"
"PF16927314","45-54","France","low","family","village","authentic","moderate","weekend-getaway","1","Autumn","Mykonos","Menalon Trail","Menalon Trail","Stemnitsa to Dimitsana","5.9","low","high","1","79","93","165","4.4","1","2025-10-18"
"PF80848315","35-44","Canada","medium","friends","island","authentic","moderate","nature-immersion","1","Autumn","Athens Center","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Vikos Gorge Crossing","5.2","medium","medium","1","98","51","165","4.3","1","2025-09-16"
"PF73891316","45-54","USA","medium","family","coast","peaceful","moderate","nature-immersion","1","Autumn","Athens Center","Menalon Trail","Menalon Trail","Valtesiniko Trail","5.3","low","medium","0","89","75","236","5","1","2025-09-25"
"PF87393317","18-24","Greece","high","solo","island","adventurous","expert","weekend-getaway","1","Autumn","Athens Center","Menalon Trail","Tzoumerka","Syrrako to Kalarrytes","6.2","medium","high","1","90","69","191","3.9","1","2025-09-09"
"PF32253318","18-24","UK","high","friends","coast","adventurous","expert","nature-immersion","1","Spring","Meteora","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","6.7","low","low","1","73","92","65","4.6","1","2025-05-30"
"PF75898319","45-54","Italy","medium","friends","island","authentic","hard","adventure","1","Winter","Athens Center","Menalon Trail","Menalon Trail","Lagkadia Route","6.3","medium","medium","0","88","81","245","4.1","1","2025-02-03"
"PF85784320","18-24","UK","high","friends","coast","cinematic","hard","adventure","1","Spring","Meteora","Tzoumerka","Tzoumerka","Kouiassa Path","7.5","low","medium","0","76","83","142","4.1","1","2026-04-12"
"PF81770321","25-34","Germany","high","friends","village","remote","hard","adventure","1","Winter","Navagio Beach","Tzoumerka","Zagori / Vikos Gorge","Voidomatis River Path","8.300000000000001","low","low","0","90","37","173","4","1","2026-02-17"
"PF29722322","45-54","Netherlands","medium","friends","river","quiet","expert","slow-travel","1","Autumn","Corfu Old Town","Apollo Trails","Apollo Trails","Andritsaina Historic Route","6.2","medium","high","0","76","33","102","4.8","1","2025-09-14"
"PF83377323","65+","France","low","couple","village","authentic","moderate","slow-travel","0","Winter","Corfu Old Town","Prespes","Prespes","Agios Achilleios Loop","5.8","low","high","1","97","40","120","4.5","1","2025-01-05"
"PF63347324","55-64","Italy","low","family","village","authentic","moderate","adventure","1","Autumn","Mykonos","Menalon Trail","Menalon Trail","Stemnitsa to Dimitsana","5","low","high","1","77","45","237","4.8","1","2025-10-04"
"PF61111325","45-54","Netherlands","medium","couple","village","spiritual","hard","adventure","1","Summer","Meteora","Tzoumerka","Zagori / Vikos Gorge","Dragon Lake Hike","7.6","low","high","0","80","84","161","4.6","1","2025-08-12"
"PF28993326","25-34","Italy","medium","couple","coast","peaceful","expert","slow-travel","1","Winter","Navagio Beach","Tzoumerka","Tzoumerka","Pramanta Refuge Trail","6.4","low","low","0","81","45","176","4.8","1","2026-01-28"
"PF61508327","55-64","Austria","medium","solo","village","quiet","expert","weekend-getaway","1","Spring","Mykonos","Zagori / Vikos Gorge","Tzoumerka","Syrrako to Kalarrytes","7.9","low","medium","0","97","40","250","4.7","1","2026-03-19"
"PF64127328","55-64","UK","medium","couple","village","peaceful","hard","adventure","1","Winter","Navagio Beach","Tzoumerka","Tzoumerka","Kouiassa Path","6.9","low","high","1","94","36","204","4.6","1","2026-01-29"
"PF27837329","18-24","UK","high","solo","village","adventurous","expert","adventure","1","Spring","Oia","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Beloi Viewpoint Trail","6.7","low","medium","0","84","91","228","4","1","2025-04-27"
"PF52936330","45-54","Germany","low","friends","island","peaceful","moderate","adventure","1","Winter","Santorini","Prespes","Prespes","Psarades Cape Trail","4.1","medium","low","0","97","51","52","4.3","1","2026-01-14"
"PF29562331","18-24","France","medium","couple","mountain","wild","moderate","nature-immersion","1","Autumn","Corfu Old Town","Apollo Trails","Apollo Trails","Temple of Epicurius Apollo Walk","5.6","high","high","0","97","64","113","4.7","1","2025-11-27"
"PF37080332","35-44","Spain","medium","family","island","authentic","moderate","nature-immersion","0","Autumn","Corfu Old Town","Poros Trails","Prespes","Pyli to Daseri","5.2","medium","low","1","84","40","42","4.4","1","2025-09-28"
"PF62108333","35-44","Italy","medium","couple","village","quiet","easy","slow-travel","1","Autumn","Santorini","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","1.5","low","low","1","89","78","117","5","1","2025-11-15"
"PF83342334","18-24","Germany","high","friends","coast","cinematic","moderate","nature-immersion","1","Winter","Mykonos","Prespes","Prespes","Psarades Cape Trail","4.4","low","high","1","85","65","231","4.2","1","2026-01-15"
"PF44500335","35-44","Netherlands","medium","friends","island","authentic","moderate","weekend-getaway","1","Winter","Navagio Beach","Menalon Trail","Menalon Trail","Valtesiniko Trail","3.9","medium","high","0","75","34","160","4.1","1","2026-02-22"
"PF74868336","18-24","France","high","friends","village","remote","expert","adventure","1","Autumn","Santorini","Tzoumerka","Tzoumerka","Pramanta Refuge Trail","8","low","low","1","98","57","189","5","1","2024-11-05"
"PF84814337","25-34","Austria","high","solo","village","cinematic","moderate","weekend-getaway","1","Spring","Santorini","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","6","low","high","1","70","40","157","4.8","1","2026-03-07"
"PF45300338","35-44","Germany","medium","friends","island","spiritual","easy","weekend-getaway","1","Winter","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Beloi Viewpoint Trail","3.9","medium","medium","0","80","37","230","3.9","0","2025-02-03"
"PF33332339","25-34","Netherlands","medium","solo","island","adventurous","hard","nature-immersion","1","Autumn","Corfu Old Town","Poros Trails","Poros Trails","Lemon Forest Walk","7","medium","medium","0","93","69","215","4.5","1","2025-11-03"
"PF58163340","35-44","France","medium","family","village","quiet","moderate","nature-immersion","0","Spring","Santorini","Menalon Trail","Menalon Trail","Valtesiniko Trail","3.8","low","low","0","80","89","213","4.1","1","2025-04-08"
"PF79111341","35-44","USA","medium","friends","island","authentic","expert","nature-immersion","1","Spring","Meteora","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","6.4","medium","high","1","87","39","51","4.4","1","2026-04-07"
"PF22384342","35-44","Italy","medium","family","island","authentic","easy","slow-travel","1","Winter","Navagio Beach","Prespes","Prespes","Pyli to Daseri","2.7","medium","low","0","79","70","190","4.7","1","2026-02-04"
"PF44743343","25-34","Austria","medium","solo","forest","wild","easy","weekend-getaway","1","Spring","Corfu Old Town","Apollo Trails","Apollo Trails","Neda Waterfalls Path","1.5","medium","low","0","85","88","217","4.3","1","2026-03-14"
"PF90837344","25-34","Italy","medium","friends","island","remote","moderate","adventure","1","Spring","Mykonos","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Beloi Viewpoint Trail","4.9","medium","high","1","90","60","151","4.8","1","2025-05-15"
"PF70742345","18-24","France","high","couple","coast","cinematic","expert","nature-immersion","1","Winter","Athens Center","Tzoumerka","Tzoumerka","Pramanta Refuge Trail","8","low","medium","0","71","72","42","3.9","0","2025-12-31"
"PF85846346","35-44","USA","medium","family","coast","authentic","easy","nature-immersion","1","Autumn","Mykonos","Menalon Trail","Menalon Trail","Lagkadia Route","2.3","low","low","0","83","90","69","4.4","1","2025-10-22"
"PF67177347","18-24","UK","medium","solo","island","cinematic","hard","adventure","1","Spring","Oia","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Dragon Lake Hike","7.7","medium","medium","0","83","76","243","4.4","1","2025-04-15"
"PF47022348","35-44","Germany","low","couple","village","peaceful","easy","nature-immersion","1","Spring","Santorini","Prespes","Prespes","Psarades Cape Trail","4.5","low","medium","0","98","63","131","4.6","1","2025-04-28"
"PF75991349","18-24","Germany","high","solo","village","adventurous","hard","adventure","0","Winter","Athens Center","Tzoumerka","Tzoumerka","Katarraktis Waterfalls","8.199999999999999","low","low","1","97","95","194","4.6","1","2024-12-22"
